merchantpay_dig,account_usage,no_account_insufficient_funds,emergency_fund_source,female,received_public_pension,respondent_id,wages_mobile,survey_weight,account_ownership,mobile_money_activity,received_wages,saved_bank,saved_mobile_money,received_transfers,recieved_wages,made_utility_payment,received_acc_balance_info,store_money_account,agriculture_payment_account,ever_had_mobile_money_account,mobile_money_usage,utility_payment,economycode,no_mobile_account_lack_documentation,any_digital_payment,received_agriculture_payment,no_account_lack_of_trust,no_account_distance,credit_card_ownership,education_level,survey_year,borrowed_from_family_friends,no_account_too_expensive,agricultural_payment_mobile,no_account_documentation,borrowed_from_formal_bank,utility_payment_cash,mobile_money_send_recieve,sent_domestic_remittance_account,no_mobile_agents_far,applied_for_mobile_loan,financial_instituion_account,wages_card,utility_payment_bank,mobile_money_transaction,no_mobile_account_too_expensive,wage_payment_method,no_account_family_member,age,saved_money,recieved_agricultural_payment,borrowed_from_savings_club,borrowed_money,account_ownership,received_goverment_transfer,agri_payment_card,income_quintile,world_bank_region,account_transaction_activity,emergency_fund_access,debit_card_ownership,agri_payment_bank,mobile_money_account,utility_payment_mobile,agri_payment_mobile,financial_health_indicator,ever_had_bank_account,wages_bank_account,employment_status,debit_card_ownership,agriculture_payment_method,adult_population,emergency_funds,high_withdrawal_fee_wages,economy,codes_found,gender,age_group,education_original
1.0,1.0,,1.0,1,2.0,188034371,,0.239457964,1.0,,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,THA,2.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,,2.0,1.0,2.0,1,,1.0,,1.0,,,50.0,1.0,2.0,,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),1.0,1.0,1.0,,1.0,1.0,,3.0,,,1.0,1,,58246340.0,5.0,,Thailand,False,Female,50_59,3.0
1.0,1.0,,3.0,1,2.0,195173084,,0.519390247,1.0,,4.0,1.0,2.0,3.0,2.0,1.0,3.0,,2.0,1.0,,1.0,THA,,1.0,4.0,,,1.0,3.0,2021,2.0,,2.0,,2.0,,,2.0,2.0,2.0,1,,1.0,,2.0,,,50.0,1.0,2.0,,0.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),2.0,3.0,1.0,,0.0,2.0,,,,,1.0,1,2.0,58246340.0,1.0,,Thailand,False,Female,50_59,3.0
1.0,1.0,,1.0,2,2.0,170789180,,0.203900133,1.0,,4.0,2.0,2.0,1.0,2.0,1.0,,,2.0,2.0,,2.0,THA,,1.0,2.0,,,1.0,2.0,2021,1.0,,1.0,,1.0,1.0,,1.0,1.0,2.0,1,,2.0,,2.0,,,25.0,1.0,1.0,,1.0,1,1.0,1.0,Q3,East Asia & Pacific (excluding high income),2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,,,1.0,1,,58246340.0,2.0,,Thailand,False,Male,23_29,2.0
1.0,1.0,,1.0,1,2.0,193890254,,0.138056999,1.0,,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,1.0,THA,2.0,1.0,4.0,,,1.0,2.0,2021,1.0,,1.0,,1.0,,,1.0,2.0,1.0,1,,2.0,,1.0,,,30.0,1.0,2.0,2.0,1.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),1.0,1.0,2.0,,1.0,1.0,,3.0,,,1.0,1,,58246340.0,6.0,,Thailand,False,Female,30_39,2.0
1.0,1.0,,3.0,1,2.0,118922173,1.0,0.60317635,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,,,2.0,1.0,1.0,1.0,1.0,2.0,1,,2.0,1.0,1.0,2.0,,32.0,1.0,2.0,,1.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,1.0,2.0,,,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Female,30_39,3.0
1.0,1.0,,2.0,2,2.0,120893952,1.0,0.461683808,1.0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,1.0,,1.0,THA,1.0,1.0,4.0,,,1.0,2.0,2021,1.0,,,,1.0,,,1.0,1.0,2.0,1,,1.0,,1.0,2.0,,38.0,1.0,2.0,,1.0,1,2.0,,Q4,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,1.0,2.0,,2.0,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Male,30_39,2.0
1.0,1.0,,3.0,2,2.0,190837325,,0.138056999,1.0,,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,,1.0,THA,2.0,1.0,4.0,,,1.0,2.0,2021,2.0,,1.0,,2.0,,,1.0,1.0,2.0,1,,2.0,,1.0,,,58.0,1.0,2.0,,0.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,3.0,2.0,,1.0,1.0,,2.0,,,1.0,1,,58246340.0,4.0,,Thailand,False,Male,50_59,2.0
1.0,1.0,,3.0,2,2.0,154362285,,0.147007556,1.0,,4.0,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,2.0,,4.0,THA,,1.0,4.0,,,1.0,2.0,2021,2.0,,1.0,,2.0,,,2.0,2.0,2.0,1,,,,2.0,,,48.0,0.0,2.0,,0.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),2.0,3.0,2.0,,1.0,,,1.0,,,1.0,1,,58246340.0,2.0,,Thailand,False,Male,40_49,2.0
1.0,1.0,,2.0,2,2.0,130522522,1.0,0.521688912,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,1.0,2.0,1.0,2.0,1,,1.0,1.0,1.0,2.0,,30.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,1,,58246340.0,1.0,2.0,Thailand,False,Male,30_39,3.0
1.0,1.0,,2.0,2,2.0,142791045,2.0,0.190707121,1.0,,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,,1.0,,2.0,THA,2.0,1.0,4.0,,,1.0,3.0,2021,1.0,,,,2.0,1.0,,1.0,1.0,2.0,1,,2.0,,1.0,1.0,,38.0,1.0,2.0,,1.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,1.0,1.0,,0.0,2.0,,1.0,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Male,30_39,3.0
1.0,1.0,,3.0,1,2.0,147236194,2.0,0.293032898,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,,4.0,THA,1.0,1.0,4.0,,,1.0,2.0,2021,1.0,,1.0,,2.0,,,1.0,1.0,2.0,1,,,,1.0,2.0,,56.0,1.0,2.0,,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,1.0,,,1.0,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Female,50_59,2.0
1.0,1.0,,1.0,2,2.0,198169827,1.0,0.930097515,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,2.0,1.0,THA,3.0,1.0,4.0,,,1.0,2.0,2021,2.0,,1.0,,2.0,,1.0,1.0,1.0,2.0,1,,1.0,1.0,1.0,2.0,,20.0,1.0,2.0,,0.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),2.0,3.0,,,1.0,1.0,,,,1.0,1.0,2,,58246340.0,3.0,2.0,Thailand,False,Male,18_22,2.0
1.0,1.0,,1.0,1,2.0,119147073,2.0,3.297034512,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,THA,3.0,1.0,4.0,,,1.0,1.0,2021,2.0,,1.0,,1.0,1.0,,2.0,2.0,2.0,1,,2.0,,1.0,2.0,,29.0,1.0,2.0,,1.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),1.0,1.0,,,1.0,2.0,,3.0,,1.0,1.0,2,,58246340.0,2.0,2.0,Thailand,False,Female,23_29,1.0
1.0,1.0,,1.0,1,2.0,186438704,1.0,0.308541205,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,2.0,,3.0,,2.0,,1.0,1.0,1.0,2.0,1,,2.0,1.0,1.0,2.0,,32.0,0.0,2.0,,1.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),1.0,2.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Female,30_39,3.0
1.0,1.0,,3.0,2,1.0,122256040,2.0,0.138056999,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,1.0,,2.0,,1.0,,1.0,1.0,1.0,2.0,1,,2.0,1.0,1.0,2.0,,43.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,1.0,1.0,,,,1.0,1.0,1,,58246340.0,6.0,2.0,Thailand,False,Male,40_49,3.0
1.0,1.0,,1.0,2,2.0,168018986,2.0,0.334183898,1.0,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,THA,2.0,1.0,4.0,,,1.0,2.0,2021,2.0,,1.0,,2.0,1.0,,1.0,1.0,2.0,1,1.0,2.0,,1.0,2.0,,27.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,1.0,1.0,,1.0,2.0,,3.0,,2.0,1.0,1,,58246340.0,1.0,,Thailand,False,Male,23_29,2.0
1.0,1.0,,2.0,1,2.0,180738983,,0.351986558,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,4.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,1.0,,1.0,,2.0,,2.0,1.0,1.0,2.0,1,,,2.0,1.0,,,20.0,1.0,2.0,,1.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),2.0,3.0,1.0,,1.0,,,4.0,,,2.0,1,,58246340.0,2.0,,Thailand,False,Female,18_22,3.0
1.0,1.0,,2.0,2,2.0,155940035,1.0,0.180142039,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,2.0,2.0,1.0,2.0,1,,2.0,1.0,1.0,2.0,,38.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,1.0,1.0,,,,1.0,1.0,1,,58246340.0,5.0,2.0,Thailand,False,Male,30_39,3.0
0.0,2.0,,1.0,2,2.0,177585068,2.0,1.575159297,2.0,,1.0,1.0,1.0,4.0,1.0,2.0,2.0,,,1.0,,4.0,THA,,1.0,4.0,,,1.0,1.0,2021,1.0,,,,2.0,,,1.0,2.0,2.0,1,,,,2.0,2.0,,53.0,1.0,2.0,2.0,1.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,2.0,1.0,,0.0,,,,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Male,50_59,1.0
1.0,2.0,,5.0,1,2.0,171667257,2.0,0.421364891,2.0,,2.0,1.0,2.0,1.0,1.0,1.0,3.0,,1.0,1.0,,2.0,THA,5.0,1.0,4.0,,,1.0,3.0,2021,1.0,,2.0,,1.0,1.0,,1.0,2.0,1.0,1,1.0,2.0,,1.0,2.0,,40.0,1.0,2.0,,1.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),2.0,2.0,1.0,,0.0,2.0,,2.0,,2.0,1.0,1,,58246340.0,2.0,,Thailand,False,Female,40_49,3.0
0.0,2.0,,1.0,1,1.0,189495129,,5.693638854,2.0,,4.0,2.0,2.0,4.0,2.0,2.0,,,1.0,2.0,,4.0,THA,,1.0,4.0,,,1.0,1.0,2021,2.0,,2.0,,2.0,,,2.0,2.0,2.0,1,,,,2.0,,,73.0,0.0,2.0,,0.0,1,2.0,,Q2,East Asia & Pacific (excluding high income),2.0,2.0,,,0.0,,,,,,2.0,2,,58246340.0,2.0,,Thailand,False,Female,70_plus,1.0
1.0,1.0,,3.0,1,2.0,118557805,,0.435446098,1.0,,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,,4.0,THA,,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,,2.0,2.0,2.0,1,,,,2.0,,,44.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,1.0,,,,,,1.0,1,,58246340.0,2.0,,Thailand,False,Female,40_49,3.0
1.0,1.0,,3.0,1,2.0,160661608,2.0,0.182520916,4.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,2.0,THA,4.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,1.0,,1.0,1.0,2.0,1,,2.0,,1.0,2.0,,47.0,1.0,2.0,,0.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),1.0,4.0,2.0,,1.0,2.0,,2.0,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Female,40_49,3.0
1.0,1.0,,3.0,2,2.0,156901309,1.0,0.392985447,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,1.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,1,,1.0,1.0,1.0,1.0,,44.0,1.0,2.0,2.0,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,,,1.0,1.0,,,,1.0,2.0,2,,58246340.0,3.0,2.0,Thailand,False,Male,40_49,3.0
1.0,1.0,,1.0,1,2.0,120886504,1.0,0.588550094,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,THA,2.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,1.0,,1.0,2.0,2.0,1,,2.0,,1.0,2.0,,35.0,1.0,2.0,,0.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),2.0,2.0,1.0,,1.0,2.0,,1.0,,1.0,1.0,1,,58246340.0,5.0,2.0,Thailand,False,Female,30_39,3.0
0.0,2.0,,1.0,2,2.0,139957438,,5.714441691,2.0,,4.0,2.0,2.0,1.0,2.0,2.0,2.0,,1.0,2.0,,4.0,THA,,1.0,2.0,,,1.0,1.0,2021,2.0,,2.0,,2.0,,,1.0,2.0,2.0,1,,,,2.0,,,65.0,0.0,1.0,,0.0,1,1.0,1.0,Q2,East Asia & Pacific (excluding high income),2.0,2.0,2.0,2.0,0.0,,2.0,1.0,,,1.0,1,,58246340.0,2.0,,Thailand,False,Male,60_69,1.0
1.0,1.0,,1.0,1,2.0,126370210,2.0,3.244280517,1.0,,2.0,1.0,2.0,1.0,1.0,2.0,2.0,,1.0,2.0,,4.0,THA,,1.0,4.0,,,1.0,1.0,2021,1.0,,2.0,,2.0,,,2.0,2.0,2.0,1,1.0,,,2.0,2.0,,38.0,1.0,2.0,,1.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),2.0,2.0,,,0.0,,,,,2.0,1.0,2,,58246340.0,2.0,,Thailand,False,Female,30_39,1.0
1.0,1.0,,1.0,1,2.0,154718902,,0.475049587,1.0,,4.0,1.0,2.0,1.0,2.0,1.0,2.0,,1.0,2.0,,1.0,THA,3.0,1.0,4.0,,,1.0,2.0,2021,2.0,,1.0,,2.0,,,2.0,1.0,2.0,1,,2.0,,1.0,,,21.0,1.0,2.0,,0.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,2.0,,,1.0,1.0,,3.0,,,1.0,2,,58246340.0,2.0,,Thailand,False,Female,18_22,2.0
1.0,1.0,,3.0,1,2.0,177308155,2.0,0.433741459,1.0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,1.0,,1.0,THA,2.0,1.0,4.0,,,1.0,3.0,2021,2.0,,,,2.0,,,2.0,1.0,2.0,1,,1.0,,1.0,1.0,,52.0,1.0,2.0,,1.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,0.0,1.0,,,,1.0,1.0,1,,58246340.0,4.0,2.0,Thailand,False,Female,50_59,3.0
1.0,1.0,,3.0,1,2.0,122946529,1.0,0.406601167,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,THA,1.0,1.0,4.0,,,1.0,2.0,2021,1.0,,1.0,,1.0,,,2.0,1.0,1.0,1,,1.0,,1.0,2.0,,42.0,1.0,2.0,1.0,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,1.0,2.0,,3.0,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Female,40_49,2.0
0.0,,1.0,1.0,2,2.0,191735202,2.0,0.3541925,,,2.0,2.0,1.0,4.0,1.0,1.0,,,,2.0,,2.0,THA,,0.0,2.0,1.0,2.0,,3.0,2021,1.0,2.0,,2.0,2.0,1.0,,1.0,2.0,1.0,0,1.0,2.0,,2.0,2.0,1.0,46.0,1.0,1.0,1.0,1.0,0,2.0,1.0,Q5 Highest,East Asia & Pacific (excluding high income),,2.0,,2.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,2,,58246340.0,6.0,,Thailand,False,Male,40_49,3.0
1.0,1.0,,1.0,2,2.0,183441295,1.0,1.415889505,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,,2.0,THA,2.0,1.0,4.0,,,1.0,1.0,2021,2.0,,1.0,,2.0,1.0,,2.0,1.0,2.0,1,,2.0,,1.0,2.0,,30.0,1.0,2.0,,0.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),2.0,2.0,2.0,,1.0,2.0,,4.0,,1.0,1.0,1,,58246340.0,1.0,2.0,Thailand,False,Male,30_39,1.0
1.0,1.0,,3.0,1,2.0,146021419,2.0,0.270952417,1.0,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,,4.0,THA,,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,,2.0,2.0,2.0,1,,,,2.0,2.0,,42.0,1.0,2.0,,1.0,1,1.0,,Q4,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,1.0,,,,,1.0,1.0,1,,58246340.0,1.0,2.0,Thailand,False,Female,40_49,3.0
1.0,1.0,,3.0,2,2.0,166354332,2.0,0.138056999,1.0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,1.0,,1.0,THA,3.0,1.0,1.0,,,1.0,3.0,2021,2.0,,,,2.0,,,2.0,1.0,2.0,1,,1.0,,1.0,2.0,,60.0,1.0,1.0,,1.0,1,2.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1,,58246340.0,1.0,2.0,Thailand,False,Male,60_69,3.0
1.0,1.0,,,1,2.0,155926710,1.0,5.714441691,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,2.0,2.0,1.0,THA,1.0,1.0,4.0,,,1.0,2.0,2021,1.0,,2.0,,2.0,,1.0,1.0,1.0,2.0,1,,2.0,1.0,1.0,2.0,,33.0,1.0,2.0,1.0,1.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),2.0,,,,1.0,1.0,,3.0,,1.0,1.0,2,,58246340.0,8.0,2.0,Thailand,False,Female,30_39,2.0
1.0,1.0,,1.0,2,2.0,159783045,,0.241593867,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,1.0,,1.0,1.0,1.0,2.0,1,,1.0,1.0,1.0,,,35.0,1.0,2.0,,1.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),2.0,1.0,2.0,,1.0,1.0,,2.0,,,1.0,1,,58246340.0,2.0,,Thailand,False,Male,30_39,3.0
0.0,1.0,,1.0,1,2.0,142627757,,1.833394266,1.0,,4.0,2.0,2.0,1.0,2.0,2.0,1.0,,2.0,2.0,,4.0,THA,,1.0,4.0,,,1.0,1.0,2021,1.0,,1.0,,2.0,,,2.0,2.0,2.0,1,,,1.0,2.0,,,27.0,0.0,2.0,,1.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),2.0,1.0,2.0,,1.0,,,1.0,,,1.0,1,,58246340.0,2.0,,Thailand,False,Female,23_29,1.0
1.0,1.0,,3.0,1,2.0,183728007,1.0,0.161456091,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,THA,,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,1.0,,1.0,2.0,1.0,2.0,1,,,1.0,2.0,2.0,,29.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,1.0,,,1.0,,1.0,1.0,1,,58246340.0,1.0,2.0,Thailand,False,Female,23_29,3.0
1.0,1.0,,3.0,2,2.0,159730590,,0.422313498,1.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,1.0,THA,1.0,1.0,1.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,1.0,2.0,1.0,2.0,1,,1.0,1.0,1.0,,,42.0,1.0,1.0,,0.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,2,,58246340.0,3.0,,Thailand,False,Male,40_49,3.0
1.0,1.0,,2.0,2,2.0,118055510,2.0,3.241324117,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,THA,3.0,1.0,4.0,,,2.0,,2021,1.0,,2.0,,1.0,,,2.0,1.0,1.0,1,,2.0,,1.0,2.0,,,0.0,2.0,,1.0,1,1.0,,Q2,East Asia & Pacific (excluding high income),1.0,2.0,,,0.0,1.0,,3.0,,1.0,1.0,2,,58246340.0,4.0,1.0,Thailand,False,Male,,5.0
1.0,1.0,,1.0,2,2.0,165834178,2.0,2.858556672,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,,,,2.0,2.0,2.0,THA,,1.0,4.0,,,1.0,1.0,2021,1.0,,,,2.0,1.0,1.0,1.0,2.0,2.0,1,,2.0,2.0,2.0,2.0,,20.0,1.0,2.0,,1.0,1,2.0,,Q2,East Asia & Pacific (excluding high income),2.0,1.0,,,1.0,2.0,,2.0,,1.0,1.0,2,,58246340.0,2.0,2.0,Thailand,False,Male,18_22,1.0
1.0,1.0,,3.0,2,1.0,114590580,,0.391657965,1.0,,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,3.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,2.0,,2.0,,2.0,2.0,,2.0,1.0,2.0,1,,2.0,,1.0,,,67.0,1.0,2.0,,1.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),1.0,3.0,1.0,,0.0,2.0,,,,,2.0,1,,58246340.0,5.0,,Thailand,False,Male,60_69,3.0
1.0,1.0,,3.0,2,2.0,158018681,,0.186518819,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,THA,1.0,1.0,4.0,,,1.0,1.0,2021,2.0,,1.0,,2.0,,2.0,2.0,2.0,2.0,1,,,1.0,1.0,,,53.0,1.0,2.0,,0.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,1.0,,,,,,1.0,1,,58246340.0,4.0,,Thailand,False,Male,50_59,1.0
1.0,1.0,,3.0,2,2.0,171458492,1.0,0.205283208,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,2.0,,1.0,THA,1.0,1.0,1.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,,1.0,1.0,2.0,1,,1.0,,1.0,2.0,,27.0,1.0,1.0,,0.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1,,58246340.0,5.0,2.0,Thailand,False,Male,23_29,3.0
1.0,1.0,,3.0,1,2.0,133666339,2.0,0.270952417,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,THA,1.0,1.0,4.0,,,1.0,3.0,2021,2.0,,1.0,,2.0,,1.0,1.0,1.0,2.0,1,,1.0,1.0,1.0,2.0,,38.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,,,1.0,1.0,,1.0,,1.0,1.0,2,,58246340.0,1.0,2.0,Thailand,False,Female,30_39,3.0
1.0,1.0,,3.0,1,2.0,167425484,2.0,0.185880027,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,THA,3.0,1.0,4.0,,,1.0,3.0,2021,2.0,,2.0,,2.0,,,1.0,1.0,2.0,1,,1.0,,1.0,2.0,,35.0,1.0,2.0,,1.0,1,1.0,,Q5 Highest,East Asia & Pacific (excluding high income),1.0,3.0,2.0,,0.0,2.0,,2.0,,1.0,1.0,1,,58246340.0,2.0,2.0,Thailand,False,Female,30_39,3.0
0.0,2.0,,3.0,1,1.0,111206042,,0.288872145,2.0,,4.0,2.0,,1.0,2.0,2.0,2.0,2.0,1.0,,,4.0,THA,,1.0,4.0,,,2.0,1.0,2024,2.0,,2.0,,2.0,,,,,2.0,1,,,,,,,64.0,0.0,2.0,,0.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),,1.0,1.0,,0.0,,,3.0,,,2.0,1,,60882768.0,2.0,,Thailand,False,Female,60_69,1.0
0.0,1.0,,3.0,1,2.0,111213880,,0.343204036,2.0,,4.0,2.0,,3.0,2.0,1.0,1.0,1.0,2.0,,,2.0,THA,,1.0,2.0,,,2.0,1.0,2024,1.0,,2.0,,2.0,,,,,2.0,1,,2.0,,,,,56.0,1.0,1.0,1.0,1.0,1,1.0,,Q1 Lowest,East Asia & Pacific (excluding high income),,,1.0,2.0,0.0,2.0,2.0,6.0,,,1.0,1,3.0,60882768.0,7.0,,Thailand,False,Female,50_59,1.0
1.0,1.0,,1.0,1,2.0,111282978,,0.313957204,1.0,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,THA,,1.0,1.0,,,2.0,2.0,2024,2.0,,2.0,,2.0,,,1.0,,2.0,1,,2.0,,,,,42.0,1.0,1.0,,1.0,1,1.0,,Q3,East Asia & Pacific (excluding high income),,1.0,1.0,1.0,1.0,1.0,2.0,5.0,,,1.0,1,,60882768.0,5.0,,Thailand,False,Female,40_49,2.0
0.0,1.0,,1.0,1,2.0,111585123,,1.840614134,3.0,,4.0,2.0,,4.0,2.0,2.0,1.0,2.0,,,,4.0,THA,,1.0,4.0,,,2.0,1.0,2024,1.0,,,,2.0,,,1.0,,2.0,1,,,,,,,54.0,0.0,2.0,,1.0,1,2.0,,Q4,East Asia & Pacific (excluding high income),,1.0,2.0,,0.0,,,2.0,,,1.0,2,,60882768.0,2.0,,Thailand,False,Female,50_59,1.0
